Date,Total_Visits,Unique_Visitors,Page_Views,Sessions,Session_Duration,Bounces,Exits
2019-10-21,8929,3ebc58dceb65b5fb333feab298ff3abc,19918,9768,670.97,3161,5174
2019-10-22,6347,9d2d771440cfb552d5a7de9fc254f6cd,10549,7277,819.0,2719,1343
2019-10-23,8269,7e2552ad17d35f7fbb37005eb4986887,21891,8338,639.52,2649,3711
2019-10-24,9125,4a17518597c8f6e5d4b3c5293df5f02b,17946,9742,804.07,3637,5258
2019-10-25,3454,db42a7236c3bacbec34fc0f164830973,10328,3889,852.74,1378,2044
2019-10-26,5494,79a634a866c98636fb07c415f4b45a4d,7507,4968,668.54,2015,918
2019-10-27,2946,8cf691cf50805f2b98f73bbc1d05eb87,7673,2706,859.93,1068,1471
2019-10-28,3808,8a0b8a5b3731e2d6bb3bea5336ac053b,9187,3047,610.0,997,2199
2019-10-29,7642,b557c8d3b12c93f585031299e6c3fa95,19727,9057,873.84,2966,5908
2019-10-30,4825,e08990dcd07a42638a0cd5115da0cbc6,8460,5630,635.51,1363,1394
2019-10-31,4536,9e2031640d42fe122fdabd42e0b1be1f,9460,5016,793.73,1775,1918
2019-11-01,7068,a0b713fc03939e659e82234bf130ab7f,18615,5877,675.02,2211,5136
2019-11-02,4802,4eaf1f661566706bfd621d0916e5fcbe,7772,4701,850.97,1612,1329
2019-11-03,5699,809789fc9f191db5535cdc6084d7560d,9157,4791,753.69,1426,1115
2019-11-04,2970,9c0d914d7154e67059429d44fcbbe6cc,6509,2394,640.57,997,1886
2019-11-05,6806,945b2fc69b055775c27336bd03104784,14581,7122,771.3,1583,2882
2019-11-06,7142,1f8c6ed3ea31585e5a6805c032794a30,12199,8458,722.36,4012,2446
2019-11-07,3819,1cbc954aec53fc2cc2bdbcf9dcb70ba7,6631,4434,798.43,914,1487
2019-11-08,1364,a6806e5fa8f3d769144dea03d6d4dccd,2318,1471,864.57,719,233
2019-11-09,5258,105038a01c756cc60944731cf8031387,13611,4409,722.82,1493,3895
2019-11-10,4119,4c016958bec12ffa9e2b77bb7e143a15,9776,3746,686.96,1213,1684
2019-11-11,2863,030bc6f818b996a2028c7bfcc8e052b5,7725,2656,604.35,735,1385
2019-11-12,1115,af6d43673b8386c49e352847a967fd7a,3295,1232,772.45,250,444
2019-11-13,8084,edfcc3e6face7d6cdeb0af4dcc2ffdf3,16600,9061,720.68,2559,2915
2019-11-14,9016,65102f2c1043a34a9b5b106d5e8edd13,11901,8601,712.39,2002,3103
2019-11-15,3384,7b4fa15e901c9ca32c0061fb1e9f6537,4353,3272,654.88,1302,1131
2019-11-16,4935,c6da349af79c933aee2d7a42d399ba19,8548,4035,729.02,1193,2454
2019-11-17,8742,70490c1c939bffb9bb2b372b07833cb4,25164,8004,895.33,3443,4545
2019-11-18,6442,57950c433b65c200fe4048d80b501ae8,13797,6316,689.33,1655,3335
2019-11-19,3490,2fa23f77ea386f16564bfa08b217c165,5895,2955,779.91,1389,1187
2019-11-20,7980,533930ec2cad893dba1f2586d502418a,15309,7830,832.95,2794,3992
2019-11-21,8661,aa878793ac0ec92c0494e9590e9574cb,19725,9884,824.75,2316,4783
2019-11-22,2724,63e2cad8deca6fd9df6545c8264ca6ba,6470,2812,698.63,900,1123
2019-11-23,9182,9999c7449efbd2abd4d31f436546cca0,13562,7635,783.26,2000,2269
2019-11-24,3767,4b959c0a3e88c28985cfc6ef2f713fe6,11145,3302,861.38,858,1677
2019-11-25,2137,eec76376640900a6b06b1855b874db75,4659,2115,604.63,744,1003
2019-11-26,5117,f72bc87f0616dd65ef6a23fea21fe841,7390,4833,730.72,1940,2163
2019-11-27,4420,c4ee48a02d8bae24de85eb3ca15e16ce,12413,4170,667.28,1974,1738
2019-11-28,6845,9e582fd8d350e4cc13f78080ef7856d1,9133,6925,716.59,2428,1087
2019-11-29,5778,a6ba1a7b40cd4af014ed3167f05da6fb,16374,5973,724.8,2925,2028
2019-11-30,4906,9d5c51d342463417ce4776d6cc10c985,14687,5488,824.0,2648,3769
2019-12-01,4637,e0079370ff41b1623be2ae3d67fcc382,11410,4342,628.15,1995,1940
2019-12-02,3953,350529a038b3916f60c0aea3374855f1,10225,4436,753.78,1552,1481
2019-12-03,6929,4248a14bdd6c6cb19908791dfe8a3034,12521,6481,769.26,1570,2135
2019-12-04,1276,3636781eb21e9f91fbf3e15be6f3a792,3693,1049,748.25,278,846
2019-12-05,2999,288fbab8ce087d5e3c4f95e97f1f7f0c,6458,3064,819.56,1208,1352
2019-12-06,2227,bce4cca2c8867a89a4a01353e695b8ca,5608,2305,715.14,752,1394
2019-12-07,7337,a0f154c798d527e0dbd0588a9dd9f805,21008,8612,883.49,2101,3525
2019-12-08,4735,fa06278fbd976c43f808f19de95f8837,13993,5163,744.54,1774,2664
2019-12-09,1695,23b3662d56d434ac2892759f902d0df5,4576,1978,771.36,405,550
2019-12-10,5152,ebfe79cbdd961f376414d038d84ce928,8992,5993,847.66,2518,1030
2019-12-11,8901,7ff9b1f96e55e0cc9423c9fdfc5adb3e,26167,9273,682.57,2059,5035
2019-12-12,8470,ca512f0ffe948b1efe77b72b958779b7,19740,8564,622.56,3329,3164
2019-12-13,8537,542860aeb32151b106d592a72e3c2b85,24545,8733,812.34,3824,5462
2019-12-14,3841,fc6771f17e9541821e2d335dc35aae5f,9283,4575,744.9,1097,1008
2019-12-15,5208,5cf7054e27e1d70b88afdc2830f1010a,9129,5777,868.95,2054,1135
2019-12-16,9733,f597bbf627a256073e2a846016aa8c2d,18162,8200,894.8,3556,4958
2019-12-17,2088,27cec59c016170155eb26c255fbbbe44,4574,2320,719.73,645,975
2019-12-18,4363,a68a7f83b33942ed85ab84c52d952862,11439,3788,724.63,942,2773
2019-12-19,1024,54d6a64c8e6b34022af8408aec55a37c,1814,1002,722.39,301,487
2019-12-20,7144,bb4df01c474d433f2ca6e8213e12a0f1,16027,6316,697.37,2314,3089
2019-12-21,6668,2dbe5f24b77663296ff51d0c43a4b8c6,12149,7173,834.51,2672,3064
2019-12-22,5236,d0fc9b2b602c4d5c5646f6130b84d2c5,13971,6026,827.7,1441,2863
2019-12-23,9068,968c288a9f9b835e355d9a32ed947bf8,18499,8307,743.59,2801,2674
2019-12-24,3235,4356aade4ee85dc262cd3142f7d0f14e,4328,2694,613.4,755,725
2019-12-25,8295,35089c2a23493eaef78b64b18422c981,12433,7626,692.87,3451,2462
2019-12-26,9392,51f6f2d6dd05e04a90b0f9540a71d2b1,12303,10039,687.69,2952,2010
2019-12-27,9448,c36ca78d0193d38bfda3e7f1b4e84994,19828,8800,843.33,3974,3313
2019-12-28,4747,4a7c3f89cd11a0fdd4d02e4874480a81,6605,4325,626.27,1421,1106
2019-12-29,4175,ea75b43b0b24e58b4445d70c0e9915d2,5867,3648,841.7,1524,730
2019-12-30,5897,546823300c85d05e0d4539cea6d20df8,17065,5891,800.76,2079,1995
2019-12-31,6037,1d4d12388f55e39412b63b0db40c172f,16727,5495,819.73,2124,1828
2020-01-01,8427,6dfc1a3ba4d379415270d19a6c3cd5ea,16969,9205,729.66,2932,2073
2020-01-02,9605,542917e974bad24a406482220f199dde,28569,7978,803.92,3434,4820
2020-01-03,3014,dd52dcbaa1daa1a7098861eff83fa69f,3617,3211,782.71,1052,791
2020-01-04,2381,e3045209bc7094bdd759bc83c3158baa,5488,2131,830.69,718,755
2020-01-05,2098,acc97f379163f39d341694dee88ef509,4845,2089,734.03,742,1345
2020-01-06,4426,05e1d9c6081e82f2f1feeeeda7a5d356,8955,4047,741.85,1819,2343
2020-01-07,4655,1705deac6b8135848e53f1dbeabfa02d,8912,5069,793.07,2016,1818
2020-01-08,8938,f15d2ab02524ec6efc6c7d7cfd494419,18051,10530,632.42,3209,4419
2020-01-09,1187,b7c0e94be68f3f9e09db8ba57d53e6f4,2311,1385,730.87,555,400
2020-01-10,6409,9389e9f53c41dfbd6b3e64c27614fdcb,16117,6622,891.59,2600,1730
2020-01-11,3092,533930ec2cad893dba1f2586d502418a,4463,3045,611.27,1459,1253
2020-01-12,3130,b7561fccd671994cc557a190842cb94d,4869,3528,694.8,1596,611
2020-01-13,6242,b185345c7e77017113b10b7fbe72125c,9518,6699,694.23,2641,2756
2020-01-14,9549,41472bce5ef3e633b308d92aaf077c81,15970,8340,790.04,2522,3423
2020-01-15,6647,83d4298abd55d6d26eba42b879de6dd2,14260,7500,631.74,3254,2297
2020-01-16,6185,d1688bd0a4d444fbb736e7f66206a0de,8660,6009,788.56,2238,1724
2020-01-17,6776,323a4ae0f3b627d2245b6fb51fc6bfac,18720,5933,628.51,2940,3750
2020-01-18,8913,762bc233554b5d73a52921c03cf7d446,15466,8135,628.49,2231,1618
2020-01-19,8547,a201980832844933915e277221ec7a29,12756,7752,818.46,1735,2182
2020-01-20,8823,f2589de25852f97cd8dccc76a1651af3,21317,8890,697.24,1964,5286
2020-01-21,8355,fec7eda100289220a9c93b0b06a2699a,10598,7467,893.23,2927,2141
2020-01-22,7465,ce63af4b9eb8ec149bb78693e54d5cbc,17288,6340,611.21,3054,2573
2020-01-23,2497,3bafed76d9c48af9cd3fa9a7f60ea59e,6134,2121,733.53,425,1024
2020-01-24,3555,93ba3eca946e84d6309b40c07d28930e,5641,3673,633.94,1534,1537
2020-01-25,6409,ce914a313af263f42065c63d74229485,8174,7010,705.41,2784,1676
2020-01-26,3951,6b2a66077b45fb1b1624e7bdd0b88ce4,7327,3668,899.47,1539,1507
2020-01-27,2238,75501a4f023569b63060f762547cf54b,3082,1821,866.65,558,901
2020-01-28,5727,29c940ac2b6c42838537f0e880a1f75e,8073,4873,614.5,2174,1325
2020-01-29,4965,792d9d7e7b76532239b331d6fda58576,8230,5788,768.98,1235,1612
2020-01-30,6686,2765e68db921a7b2a62a87c6a8461c25,11579,6668,794.35,2845,3037
2020-01-31,4701,dbd4091794e83b7ee79eab927a24730f,10125,4613,662.86,1292,2549
2020-02-01,3780,09cfd4a4791c04b69934285d141bc1c9,9151,3081,643.53,1057,1401
2020-02-02,8398,a86c5e12a6b98689ce4a990f8efee9f1,19038,9166,871.31,4095,2479
2020-02-03,2588,1f47907e94e5d6453f4e37106d97777d,3796,2617,890.64,736,911
2020-02-04,3368,48ee02eb75a7a051ffc9c22010196c65,5084,2966,897.57,758,770
2020-02-05,6789,8bf018c8f1147e3b95c90cbc907eadcf,18885,5730,836.93,2317,5373
2020-02-06,1436,99908397a726471b443b37d40b39d1ae,3166,1369,799.05,492,398
2020-02-07,3828,99652e63f281ba8d7fa033119550ed10,10587,4344,703.72,1539,1732
2020-02-08,2556,0b9990830bd2d06c3c1f85f075f57314,4776,2929,651.42,811,530
2020-02-09,8570,d3c7ebc3f479d97f7ef87edd91cccbcf,19761,8922,623.69,1877,4755
2020-02-10,8480,9861f07e842ff9a2e54417d7825f33ef,18169,9251,807.99,2989,5055
2020-02-11,1182,5bf5c8b2c327c2daaf2cf5b852149409,2097,1000,835.42,231,476
2020-02-12,8190,6cc5c6759e5aadbeed50e1b70299c746,16755,8478,847.94,4000,4818
2020-02-13,7687,45ba40e5415d60767cb1352e84ff1ccb,16177,8200,874.13,1741,2033
2020-02-14,6565,d3663decaa91d220a60104b8e04f5e4f,10250,5779,863.98,1904,1204
2020-02-15,8241,ac3487d06e4bf254371ca2ef3bc7d4d0,14562,9494,899.92,2047,3897
2020-02-16,8651,e2d1207baaf8c2f398382875af357a20,22704,7595,673.22,1736,6155
2020-02-17,6575,3a4c883c12a8964f6dc83bdef739f047,18728,6084,828.99,2419,4985
2020-02-18,2589,656378adb052154147bf878f8d28aed9,4783,2713,775.94,1069,1242
2020-02-19,9851,f46e2ff3c9d542f94ab12245cb433b93,17264,10396,678.37,2182,2977
2020-02-20,1159,5bf0552ce870b8f7c819899eac15ec6b,1798,1251,894.57,250,258
2020-02-21,7555,be98660a17c81c21b01cc2fc2dd1e80c,18292,6382,869.37,1427,5227
2020-02-22,9244,f1bab093d6a00c25072fa2228dfcfbc5,16468,10536,638.55,4518,2658
2020-02-23,7846,63579d61a8f8672cec02997b84219250,23364,7949,607.85,2983,4198
2020-02-24,3307,968c288a9f9b835e355d9a32ed947bf8,5907,3269,806.5,691,1417
2020-02-25,2228,0eb2035549e1382d934468ecca2ff49b,4254,2656,781.24,920,675
2020-02-26,8226,dc5c3ba1d4e6235859c65b019ae3e3af,18804,9016,880.74,3729,4961
2020-02-27,6590,9ac9eba0a9d8b32a35abe21fa0e6ff7f,17417,5583,670.2,2572,1985
2020-02-28,7919,57f2baabf50b4c8f8d6fb0619494c95c,16195,8731,625.32,4193,4182
2020-02-29,6585,60bfcb2dc54117f0a04c036d5fec52cd,12911,5518,677.76,1645,2845
2020-03-01,7046,15c481af96800b6be370b96ca03f15ac,21082,5714,605.68,1375,4524
2020-03-02,5945,4952e1272db6774c4c3ce88f248a7ba9,7246,5715,610.77,1549,1388
2020-03-03,8927,7a39ed20ce7a4ab5971459a65ebb8238,25094,10689,874.46,4626,3899
2020-03-04,8016,66c7af7c00c7a6ffe4382120712d53e7,11771,6973,705.6,3427,2269
2020-03-05,8758,c112eaa1efcedf353eab14d879c837d3,22899,9362,723.24,3182,4350
2020-03-06,6086,2586aab0128b72d6f207156d28fc66e4,14072,5290,605.51,1542,3050
2020-03-07,8161,4dfe9274809b5503cf7560cac634cd95,14814,8894,681.16,2924,2315
2020-03-08,2884,0214efa52d64f231e7741cbe480feaf0,7997,2890,841.42,842,923
2020-03-09,2809,70250f5bee57a8e9a8dd0eef3d4c26f1,3436,3011,784.65,833,443
2020-03-10,4167,3b86c9b6f12137a2c53cc03fc0a19823,6700,3671,826.13,1388,1607
2020-03-11,7352,8b7046956e90a8021fc5729396e33342,16324,8074,734.16,1652,1705
2020-03-12,7056,e433bfbae64b00e1346e5dbbdcba58a3,12932,8454,692.92,2349,3508
2020-03-13,3437,3df824dbc7d1fec88c471ade653faf5f,7900,3664,744.84,1460,1887
2020-03-14,7468,9164cac6acda36da4910eccb8cb3f367,9285,7448,696.92,1561,2355
2020-03-15,6951,d7e8250d6b260d71a32d85f1c854b368,9798,8127,851.69,1828,2618
2020-03-16,6276,bd9136e5bb98f90fba98070573a5b25f,8966,5060,689.3,1457,1116
2020-03-17,9859,ffdfa21e7306f46de7cb4772bcda499b,15189,10765,797.93,4988,4017
2020-03-18,8818,7fe7bc5c2d9b533e07b8cacf561ea64e,17872,10189,641.09,4375,3591
2020-03-19,5728,6881037fcde1e6ef49678f4bece5e63b,14628,4723,806.06,976,4053
2020-03-20,3624,e8c40e5eaf9b99fd6cd4fc7ceef7acb5,10255,3551,873.99,1244,2844
2020-03-21,6738,0b59d49936c3e913d7691efb801808af,18217,5942,782.57,1678,1909
2020-03-22,5232,70fad3db801812ec577d678002976ef4,8132,5371,767.96,2119,1435
2020-03-23,6793,8a373ff5aa5235d94510fd9f76f2d1d4,13545,7199,888.34,2998,2780
2020-03-24,5523,347dbb12e49fb808c37ce36424ff370e,8610,5086,788.22,2334,2029
2020-03-25,6571,b4dd4e1b568e30e7ccc1a9ad3c7dadc0,11013,6465,677.87,2215,1731
2020-03-26,3224,65ac282b9af6196e74dd53d23f341221,6790,2939,687.72,1464,1021
2020-03-27,9389,676292844f66cdea86748ff6a71eade4,12417,8898,811.59,4395,2188
2020-03-28,7091,95551db16cab6665f5ba8a7c43967e1f,11293,6125,820.63,2846,2260
2020-03-29,9662,ca0ad461ffe0a6b92ebc2d1661ba6790,27862,11152,691.05,4153,8086
2020-03-30,7361,326f421512542b217553c806a8464539,15009,5918,703.6,1890,3788
2020-03-31,2948,1534e2c9be791c55c9492040c9edf0a8,5900,3398,897.32,1051,1096
2020-04-01,8094,05a9a3df12d312760720cb2d3f8b4cb2,9925,8326,630.59,1695,1100
2020-04-02,7318,c8c5de4712df801fd7e40bb61a10442d,12040,6825,721.39,1875,1609
2020-04-03,4796,329b074c908b3e99f9dd2f90661b07bc,13233,5223,618.73,2171,2530
2020-04-04,1234,e7d326f1a74f3f602efc0a91a9ccb5cf,1846,1237,846.32,471,485
2020-04-05,4607,724b55cbf856630c3a80156c68261994,8970,4605,627.7,2187,1580
2020-04-06,9043,566d80aefd56c8a0040aecf95957e07f,11084,7632,802.2,1641,2302
2020-04-07,1522,8876b74f898624be3001e63d0493afcb,3136,1454,616.95,358,873
2020-04-08,6904,ca4f226be5139211b883beb7173a689a,8546,6188,801.86,2703,2416
2020-04-09,5888,93f1c2bf168328f81e103728805478ed,15752,4747,852.91,1460,2254
2020-04-10,6832,8311a0102f7e6030080d03248c9eb896,18342,6449,719.65,1518,1994
2020-04-11,8122,5c7b4d9842b2cc00764fd420a513062f,21262,6789,756.64,3387,3425
2020-04-12,6842,f7161919a2a2d47acc97b9d970786520,11700,6176,720.46,2694,2798
2020-04-13,2316,c82ca2b9d534eb152253a8cf58a5b17b,6269,1938,690.15,625,1819
2020-04-14,2124,32b610233ee8a07937fe73c967642a4c,4624,1784,840.98,797,533
2020-04-15,6621,fb22c29497669114d6ca1c0d548bb1dc,12400,5823,681.6,2353,1310
2020-04-16,6423,e558c3a049cc2a97a2c9a33ba7ae7513,14937,7707,816.88,3367,4135
2020-04-17,3587,ce252922e9ad67947020234623fe5e87,4384,2872,661.86,1277,1094
2020-04-18,6672,c8dc4c02654d52102eaab21f3bbc5970,9723,7042,674.96,1587,2901
2020-04-19,2378,8cf32f3b3b0f3f670f8df89458d26507,6030,2036,700.94,788,1081
2020-04-20,4374,148d24d0bc8bfb57da0de585d3197db7,7171,5109,776.75,1032,1313
2020-04-21,2519,476e34a0fc734cfcdfa2eb3f6ad6a235,5734,2109,736.33,449,771
2020-04-22,6777,133559e3767843821b1ccc374a0d93f2,12830,8010,823.54,3774,1580
2020-04-23,8935,b146848402da75f082c8012111fe13e4,24469,9331,664.07,3343,5279
2020-04-24,7093,07d0c5e96cdb9231b78e18ba420c4882,20671,5677,603.2,2389,3573
2020-04-25,9418,d15b7b1e4516241cc09c9be2610cfd76,26280,10902,832.97,4922,3050
2020-04-26,6355,d76852c9a84c51901ed5677a71d61646,10721,6410,846.49,3108,2974
2020-04-27,5968,a96e809cef213e527c7b31da806a502e,9247,5401,617.84,2489,1291
2020-04-28,6574,17cb47446b51e0272c0ea526200b671e,13502,7276,783.27,2510,3371
2020-04-29,5072,0e584455381dec1495bac08c55589121,6153,5937,713.46,1785,962
2020-04-30,3257,786db4e0196b774b2b432f25d5d14e7e,4059,3235,838.17,797,1066
2020-05-01,9588,5c4e9af71dd38740b14167aac0d006f9,21054,8880,862.32,2842,2604
2020-05-02,5424,3c940236d0f5537ea58000a37447114c,11590,6050,855.3,1875,2911
2020-05-03,4237,f2e2784e0c34ec60ff04099710363c24,12669,4545,833.16,1672,1515
2020-05-04,4893,bc4310140ed984988605a5bc2913cf18,7649,5653,680.72,2259,1448
2020-05-05,3005,209d4451f8d43e0ddf1fd9ffdd43e878,5002,3236,843.57,1597,1234
2020-05-06,3016,9665d584ba58f86195f4b61820abd4c1,4235,2706,760.04,1132,570
2020-05-07,2772,8d2f4f1c876462d3ce8ec86e15ebbe9c,7904,3250,615.83,1277,1242
2020-05-08,9353,f86fd4eb43b1d5a93b2ce8c96908ebf9,24318,7874,737.08,2366,6637
2020-05-09,4976,c9b2859a9d75f0854688f760fe8091f0,13336,4514,882.65,949,3694
2020-05-10,2751,38a1e6a2926f0df47909599ac8fc3936,7771,2773,866.36,794,846
2020-05-11,9967,61c52d1c395b7c5533039950715b063c,21377,10229,630.68,4403,2856
2020-05-12,8430,c76945a326f94426b6895e005b142b98,16962,6795,823.24,1777,2094
2020-05-13,8170,439724082f0153b9710064fe3d42a97c,14662,9086,841.74,3758,1993
2020-05-14,7469,da85514a2116d7438a605419848eab08,16884,7055,681.42,2638,4964
2020-05-15,4220,042e0823856093f944c7da7b6c402118,8514,4062,741.48,1021,1790
2020-05-16,1539,8f3746e51375e7af398e3b09f5621dc9,3097,1729,813.3,481,599
2020-05-17,2461,c527fe558fb4cd8fb8d79caff70d5b63,7103,2342,731.71,817,2109
2020-05-18,6184,44cb5b0b8b76a0f3b69b6650753ed498,18374,5064,633.84,1648,3884
2020-05-19,9547,bc7d70b9db545cde409e7c0d00da0cfb,25143,8311,811.76,3603,5838
2020-05-20,1234,5d3252ba2f8c7046622aae1bb39635c3,3161,1459,873.49,613,526
2020-05-21,2548,e6aa1ff3d630eda54f22a332a3e47dc3,6178,2110,795.75,785,1090
2020-05-22,8480,02a8a45bdb9382fc9a1cf744e637ecfc,12710,7987,832.14,3568,2782
2020-05-23,5213,75ba99c9686d320678d642e699e7ebb7,6810,5219,707.51,1925,776
2020-05-24,2673,a718d762db99fbf6b623381e141e6823,6530,2665,654.96,1304,987
2020-05-25,7708,a86c5e12a6b98689ce4a990f8efee9f1,19361,6178,792.83,1638,2698
2020-05-26,8982,644cb27436314ba3695cabb93c1512ad,11537,8986,698.33,3722,1190
2020-05-27,3100,a462e22b18bb55b39c6e0eba9d908916,8898,2955,858.02,919,1845
2020-05-28,4748,f1b91c1f5f2444d640d9e9caeae390a4,6476,5644,636.79,1601,1374
2020-05-29,4173,4a3381927bf715854b8b0b9895f36c4e,7155,3604,730.04,915,1264
2020-05-30,2815,39e3c80c09132dc9c86b09a35320256a,6784,2650,719.02,969,1043
2020-05-31,4841,4aef5f74751c0f833d4ddc02b1266c1f,7289,4685,881.42,1239,1679
2020-06-01,9016,f6dde3adbed2e951335bfc62a510dcea,11718,8621,645.94,2242,1487
2020-06-02,8011,0f4cb6cf5b6eb4c9066e08550ff0c719,14388,8542,602.95,4246,2931
2020-06-03,5493,aec7aa13e839af33ca377f76bb12da1e,14165,4867,671.43,2144,3592
2020-06-04,1674,c0474b77b5a05f93cbed3c777ebbb762,3255,1487,846.08,631,432
2020-06-05,9088,5cb2133c0d3770b0883a61e0749e36d9,21587,9921,662.8,4347,5410
2020-06-06,9578,42300b302c4eeeb5fba0cadee65f447e,21486,9579,672.26,4700,5418
2020-06-07,3158,2b08e379e1e29e4ff363ef5328f8a38f,3915,3050,638.97,1134,438
2020-06-08,3661,c051c7112ba23343a7f9caf6a438b63a,10907,3176,814.63,845,1131
2020-06-09,3064,81768aaca071cc330f7f424e16825fb5,3905,2681,620.75,1229,1151
2020-06-10,4253,ed4b342cfbb9148ec58da784bc63abdc,12512,3420,699.36,1446,1735
2020-06-11,5979,0f68200f38a69e0b5414254d2397519a,13092,5001,684.75,1622,3462
2020-06-12,8703,f9bcac841503894e90c229df788b0b19,25531,8900,766.55,3044,5422
2020-06-13,9931,a4e932fc661e40794b61f34780c0702d,13968,11487,819.12,3714,2135
2020-06-14,2401,4c62495f9fe0a4487c500624b8338b19,5000,2196,759.86,1052,630
2020-06-15,4259,cbca2d9faa1abbbf3654993bde5517d7,6410,3965,879.31,1201,1277
2020-06-16,4923,724b55cbf856630c3a80156c68261994,6359,4166,885.43,2037,1154
2020-06-17,5214,d0796fd596f8d151a9e79286f7faa04a,12052,4981,708.44,2356,2889
2020-06-18,4227,f72bc87f0616dd65ef6a23fea21fe841,6653,3444,833.3,1340,1868
2020-06-19,3745,5c9ae8cf7fd8b010b296d77c9b326677,8455,4370,821.64,1634,2207
2020-06-20,7091,679bac4a80275d564eda274467a4bde9,9943,7582,867.89,2358,1540
2020-06-21,4866,af6d43673b8386c49e352847a967fd7a,8747,5821,734.38,1196,2412
2020-06-22,6818,534e543192cb91a871b5846a0a65b7e2,17774,7862,759.14,1873,4739
2020-06-23,3222,792193e2eabf8bd6430b0fe9ff8da458,6401,3187,724.73,1358,1829
2020-06-24,3792,f924305ceae6ab986c91d9dcc116a457,8835,3821,855.11,1305,1693
2020-06-25,5063,0afb21289a3af88a51b03c588cea25ed,11976,4436,668.91,1086,3038
2020-06-26,2524,9665d584ba58f86195f4b61820abd4c1,6862,2485,671.91,693,1498
2020-06-27,9224,aae8fa90014f9fa85750c6f9c3f8c113,16463,10711,711.78,5187,2668
2020-06-28,7198,4fdd03aef92d39008fa7a95eab5e2e5c,17542,5904,669.1,1831,5243
2020-06-29,5025,b7d08d63a7a19fee77d8e3d1a50affe3,14727,5755,768.3,2718,1585
2020-06-30,3566,5b8b14ca093d9cbaee91967ef41adf6d,8966,3339,640.35,972,1187
2020-07-01,3803,b556adf0a118357515191a1a0d998c26,7916,4410,696.06,1600,2204
2020-07-02,4709,9b6d85d3c7fdd0788fc2daea8a0fbc63,10996,5539,874.03,1141,1232
2020-07-03,7155,f42051b14b8f771d798eff11ea745082,18112,7644,722.77,2725,5023
2020-07-04,1719,17dd97a96ab7ab4263a185fce0577ba9,3957,1832,824.47,716,961
2020-07-05,7516,ea6c2bb593af0ffd0f5d533d3d81b949,9244,7373,634.04,1993,992
2020-07-06,5579,6fca4a280a59e806d9358498a240bc65,8650,6327,674.27,2364,1607
2020-07-07,1972,21d56dda69dca2cfc952f3b2b4dcb6e8,5243,2336,842.2,920,1315
2020-07-08,4718,d59fa3caf90c3e3055e2e702b72f33b6,7977,5237,828.9,2126,1727
2020-07-09,8395,75501a4f023569b63060f762547cf54b,21128,8804,715.85,3811,6067
2020-07-10,5402,5eb5b442733dc7a3ff5edee71cb53e8d,10100,5632,886.32,1652,2762
2020-07-11,5552,c93a149fb3fe199598088310179965b7,11877,6328,873.19,2343,1978
2020-07-12,3207,a462e22b18bb55b39c6e0eba9d908916,4240,3259,888.69,1611,495
2020-07-13,5426,d7e8250d6b260d71a32d85f1c854b368,8281,6085,728.37,2856,2392
2020-07-14,7919,3d8b41fc9020075a1dfc6bc244e3e1e3,23146,7947,659.24,3860,4709
2020-07-15,9835,12f0d7584d21a37c9dc6cb1b164b8d2d,27560,8113,788.0,2562,3166
2020-07-16,9386,55cecf1f66e86d7b1148af4877ae101c,22283,8950,805.43,3903,5867
2020-07-17,9680,c49f46f2322fd74a9f03de68ae0bba39,19624,9464,637.63,3653,5371
2020-07-18,3204,977bcb88d31ecf4b363c4dd49b410884,7742,2744,835.94,617,1764
2020-07-19,6345,6009f44f50c323ce336afacfe4688c5a,14679,5336,605.42,2386,2781
2020-07-20,4276,9843ccd27328ff0250c06bc6c8fd967e,9507,4336,744.82,1748,2209
2020-07-21,2102,25f0bd53c65efbf0dc0e7f879b45c468,2746,1753,699.3,455,662
2020-07-22,6243,98ba1f55218f45bf67af4f3c2202cdcd,14602,5750,822.09,1287,4068
2020-07-23,7614,ac28ec96e4f54d83ab333de8fe830dfd,19675,8358,693.83,3770,5728
2020-07-24,9707,da04569af71a0ef4fb314b809e854417,29017,11510,848.04,2574,5886
2020-07-25,6223,3f8eed9bfc2859027d3289c62f187bf8,7591,6765,778.49,1538,1971
2020-07-26,9584,e20601683936d2c65a1b4d73f83f7563,24097,11472,838.17,3765,7058
2020-07-27,1630,ea9b75515e590a1b7202602e4826a5e6,3633,1759,896.8,423,473
2020-07-28,7683,d68a355f970913e6abc6872674ab2fe8,15222,7049,803.75,3342,1577
2020-07-29,1277,ee0de319bbf38a4c02100f96d6c36702,1825,1364,895.49,465,499
2020-07-30,1232,636da6c70aa2c4d8007595e921fdddf4,2385,1331,608.65,493,331
2020-07-31,6690,ec668baa050da3ec199c7a36448e6eac,12295,6346,701.44,3036,1333
2020-08-01,8659,165e3f85faf299e7ebd08fc7c30817f0,15110,6988,632.36,2509,1994
2020-08-02,1025,80f9e5a8472d9b1a8f36a0403de25550,2578,1108,678.69,339,455
2020-08-03,8468,89bc26cbb8135ac7ca57ac78cb030774,20842,6847,851.67,3007,2998
2020-08-04,7410,ba7ef908f40667886d5956a3704fab6d,16748,7798,609.7,2595,2697
2020-08-05,9652,873cce2cda10d60f65857a90b920b9a4,27890,8353,756.05,2468,8229
2020-08-06,4764,79f333b6cc0bb7755bfe60968ffb4a47,8716,4889,770.14,2038,2099
2020-08-07,7599,978229d69b4e29d3484f677510518de4,12453,7610,768.35,3352,3019
